smiles,pACT
C=CC1(C)CC(OC(=O)CSCc2csc(NC(=O)c3ccccc3O)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.11
C=CC1(C)CC(OC(=O)CSCc2csc(NC(=O)c3cccc(N)c3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0017
C=CC1(C)CC(OC(=O)CSCc2csc(NC(=O)c3ccc(N)cc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.00085
C=CC1(C)CC(OC(=O)CSCc2csc(NC(=O)c3ccco3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.028
C=CC1(C)CC(OC(=O)CSCc2csc(NC(=O)c3ccncc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.00085
C=CC1(C)CC(OC(=O)CSCc2csc(NC(=O)C3CCCN3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.11
C=CC1(C)CC(OC(=O)CSCc2csc(NC(=O)C(N)C(C)C)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.44
C=CC1(C)CC(OC(=O)CSCc2csc(NC(=O)C(N)Cc3ccccc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.22
C=CC1(C)CC(OC(=O)CSCc2csc(N)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.028
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)Nc3ccc([N+](=O)[O-])cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)Nc3ccccc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)NCc3ccccc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)Nc3ccc4cccnc4c3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)Nc3cccc(NC(=O)OC(C)(C)C)c3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)Nc3cccc(F)c3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)Nc3cccc(C(F)(F)F)c3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)Nc3cccc(N)n3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)Nc3ccc(Br)nc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)NCc3ccc(C(F)(F)F)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)NCc3ccc([N+](=O)[O-])cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)NCc3ccccc3C(F)(F)F)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)NCCc3ccccc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)NCCc3cccc(OC)c3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)NCc3ccc(NC(=O)CN4CCOCC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)Cn2cc(CN3CCN(c4ccccc4C)CC3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)Cn2cc(CN3CCN(c4ccc([N+](=O)[O-])cc4)CC3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccccc3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nnc(-c3cccc(C)c3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccc(N)cc3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccc(N)cc3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccc(N(C)C)cc3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3cccc([N+](=O)[O-])c3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccccc3O)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccc(O)cc3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccc(OC)cc3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccccc3F)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3cccc(F)c3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccco3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nnc(-c3cccs3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccccn3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3ccncc3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nnc(-c3cnccn3)o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccccc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccccc3C)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3cccc(C)c3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccc(C)cc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3cccc(F)c3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccc(F)cc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccc(OC)cc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3cccc(OC)c3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccccc3OC)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccccc3Cl)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3cccc(Cl)c3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccc(Cl)cc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccc(C(F)(F)F)cc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3cc(Cl)cc(Cl)c3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccc(F)cc3Cl)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSC2CCC(N)CC2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc3ccccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc3cc(C)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc3c(C)cccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc3c(C)cc(C)cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc3cc(C(C)(C)C)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc3cc(OCC)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc3cc(F)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2nc3cc(Cl)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc3cc(Br)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc3cc([N+](=O)[O-])ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2nc3cc(C#N)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc3cc(C(=O)OC)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc3c(C(=O)OC)cccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2nc3cc4ccccc4cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc3cc(F)c(F)cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2nc3c(F)c(F)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc3c(F)cc(F)cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc3cc(Cl)c(Cl)cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc3cc(F)c(Cl)cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C3CC3)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C3CCC3)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C3CCCC3)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.03125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C3CCCCC3)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.03125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)c3cccnc3Cl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)COC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)COCC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)COC(C)=O)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)C=CC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)CCC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)CCCBr)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)CCBr)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)CCCCl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)CC(C)(C)C)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)C(C)(C)C)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)C(C)(C)CC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)C(C)(C)CCl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)C(=C)C)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)C(C)C)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)C(C)Cl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)Cl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)C(N)C(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ncc[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.025
C=CC1(C)CC(OC(=O)CSC2=NCCS2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2nc(O)cc(CCC)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncnc3nc[nH]c23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2nc3ccc([N+](=O)[O-])cc3s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2c(C)cccc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cc(C)cc(C)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ccc(C)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ccc(C(C)(C)C)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccc([N+](=O)[O-])cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.015
C=CC1(C)CC(OC(=O)CSc2ccc(F)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ccc(Cl)cc2N)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccc(Br)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)Cn2cc(Cc3cccc(N)c3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(OC)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(OC)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc([N+](=O)[O-])cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(C)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(C)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(F)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(F)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(Cl)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(Cl)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(Br)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(Br)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(OC)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.031
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(OC)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc([N+](=O)[O-])cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(C)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(C)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(F)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(F)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(Cl)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(Cl)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(Br)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(Br)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cccc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0156
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)Cc3cccc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)Cc3ccc(B(O)O)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NCc3ccccc3B(O)O)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
