smiles,pACT
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](CCCC)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],4
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](-c4ccc5ccccc5c4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],4
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](-c4ccsc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.25
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](-c4ccc([N+](=O)[O-])o4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],4
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](CCCCCCCCCC)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.25
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccccc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.125
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc(C)cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.0625
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc(C(F)(F)F)cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.25
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc(OC)cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],2
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc(C(C)(C)C)cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.25
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc([N+](=O)[O-])cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.125
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc(C#N)cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.125
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc(Cl)cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.125
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc(-c5ccccc5)cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],0.5
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccccc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],16
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc(C)cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],4
C=CC1(C)CC(OC(=O)CSc2nc(-c3cc[n+](Cc4ccc(C#N)cc4)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.[Br-],16
C=CC1(C)CC(OC(=O)COC(=O)C=Cc2ccccc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)COC(=O)C=Cc2ccc(C(F)(F)F)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)COC(=O)C=Cc2ccc([N+](=O)[O-])cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)COC(=O)C=Cc2ccc(OC)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)COC(=O)C=Cc2ccc(N(C)C)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)COC(=O)C=Cc2ccc(Cn3ccnc3)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)COC(=O)C=Cc2cccc(C#N)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)COC(=O)C=Cc2ccc(OC)c(OC)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)COC(=O)C=Cc2ccc(C(F)(F)F)cc2F)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)COC(=O)C(C#N)=Cc2ccc3ccccc3c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)COC(=O)C(=Cc2cccnc2)c2ccccc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)COC(=O)C(=Cc2ccncc2)c2ccccc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)COC(=O)C(=Cc2cccs2)c2ccccc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)COC(=O)C(=Cc2ccco2)c2ccccc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CSc2ccc(Nc3nc(Cl)nc4c3cnn4-c3ccc(Cl)cc3)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CNC(=O)OC(C)(C)C)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CN)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(C)N)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(CC(C)C)NC(=O)OC(C)(C)C)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(N)CC(C)C)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(N)CC)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(NC(=O)OC(C)(C)C)C(C)C)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(NC(=O)OC(C)(C)C)C(C)CC)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(N)C(C)CC)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(N)CCSC)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(N)CCCCN)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(NC(=O)OC(C)(C)C)C(C)O)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(N)C(C)O)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(NC(=O)OC(C)(C)C)C3CCCCC3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(N)C3CCCCC3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(Cc3ccccc3)NC(=O)OC(C)(C)C)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(N)Cc3ccccc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(NC(=O)OC(C)(C)C)c3c[nH]c4ccccc34)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C(N)c3c[nH]c4ccccc34)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCN(C)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCN(c7ccccc7)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCN(c7ccccc7C)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCN(c7ccccc7OC)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCN(c7cccc(O)c7)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCN(c7cccc([N+](=O)[O-])c7)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCN(c7ccc([N+](=O)[O-])cc7)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCN(c7ccc(F)cc7)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN(C)C)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN(CC)CC)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCOCC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCC(CCO)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCCC(CO)C6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCC(O)CC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCCCC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(c3ccc(C(=O)CN4CCN(C(=O)n5cc(CN6CCCC6)nn5)CC4)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CSc2ncnc(OC3CCCC3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CSc2ncnc(NCCN)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)Cn2cc(-c3ccc(CN)cc3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)Cn2cc(-c3cccc(CN(CC)CC)c3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)Cn2cc(-c3cccc(CN4CCN(C)CC4)c3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)Cn2cc(-c3ccccc3Cc3ccc(OC)cc3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)Cn2cc(-c3cccc(Cc4cccc(CN(CC)CC)c4)c3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)Cn2cc(-c3cccc(Cc4ccc(N(CC)CC)cc4)c3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CSc2nc3c(C)cccc3o2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCN(C)CC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCN(c5ccccc5)CC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCN(c5ccccc5C)CC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCN(c5cccc(OC)c5)CC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCN(c5cccc(O)c5)CC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN(CC)CC)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN(C)C)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCOCC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCC(O)CC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCC(CCO)CC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCCC(CO)C4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCCCC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CC3N=NC(CN4CCCC4)=N3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CSc2nc(N3CCSCC3)c3ccsc3n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,14.04
C=CC1(C)CC(OC(=O)CSc2nc(N3CCC(C)CC3)c3ccsc3n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,10.89
C=CC1(C)CC(OC(=O)CSc2nc(C)c(C(=O)OC)c(CCC)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CSc2nc(C)c(C(=O)OC)c(CCCC)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(N)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(NC)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(NCC)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(N(C)C)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(NCN)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCNCC5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(N)CC5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(CN)CC5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(N)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(CNC)C5)ncnc43)C(C)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(N5CCC(CNC)C5)ncnc43)C(C)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(C5CCC(N)CC5)ncnc43)C(C)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(C5CCC(N)C5)ncnc43)C(CCC)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CCn3cnc4c(C5CCC(N)C5)ncnc43)C(C)(C)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CN2CC(C)N(C(=O)CCn3cnc4c(C5CCC(N)C5)ncnc43)C(C)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CN2CC(C)N(C(=O)CCn3cnc4c(C5CCC(N)C5)ncnc43)CC2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CN3CCOCC3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CSc2nc3ccc(NC(=O)c4ccccc4C)cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,10
C=CC1(C)CC(OC(=O)CSc2nc3ccc(NC(=O)C4CCCCC4)cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,5
C=CC1(C)CC(OC(=O)CSc2nc3ccc(NC(=O)c4ccc[nH]4)cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1.25
C=CC1(C)CC(OC(=O)CSc2nc3ccc(NC(=O)c4cc5ccccc5[nH]4)cc3[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,10
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)CN2CCN(c3ccccc3C)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)CN2CCN(c3ccc(OC)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)CN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)CN2CCN(c3ccccc3F)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CS(=O)c2nc[nH]n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CS(=O)c2nnnn2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CSc2nnnn2CCN(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CS(=O)c2nnnn2CCN(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)CN3CCOCC3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3c(F)c(F)c(F)c(F)c3F)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CSc2nc(N)n(C(=O)c3ccc(OC(F)(F)F)cc3)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
